Symbol,Security Name,Exchange,ETF
KOPN,Kopin Corporation - Common Stock,NASDAQ,N
KORE,"KORE Group Holdings, Inc. Common Stock",NYSE,N
KOSS,Koss Corporation - Common Stock,NASDAQ,N
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,N
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,N
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,N
KR,Kroger Company (The) Common Stock,NYSE,N
KRC,Kilroy Realty Corporation Common Stock,NYSE,N
KREF,KKR Real Estate Finance Trust Inc. Common Stock,NYSE,N
KRG,Kite Realty Group Trust Common Stock,NYSE,N
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ,N
KRMN,Karman Holdings Inc. Common Stock,NYSE,N
KRNY,Kearny Financial - Common Stock,NASDAQ,N
KRO,Kronos Worldwide Inc Common Stock,NYSE,N
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ,N
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ,N
KRT,Karat Packaging Inc. - Common Stock,NASDAQ,N
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ,N
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,N
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ,N
KSS,Kohl's Corporation Common Stock,NYSE,N
KT,KT Corporation Common Stock,NYSE,N
KTB,"Kontoor Brands, Inc. Common Stock ",NYSE,N
KTCC,Key Tronic Corporation - Common Stock,NASDAQ,N
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,N
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,N
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ,N
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ,N
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,N
KVUE,Kenvue Inc. Common Stock,NYSE,N
KVYO,"Klaviyo, Inc. Series A Common Stock",NYSE,N
KWR,Quaker Houghton Common Stock,NYSE,N
KWY,Kingsway Corporation Common Stock,NYSE,N
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,N
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,N
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,N
L,Loews Corporation Common Stock,NYSE,N
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,N
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ,N
LAD,"Lithia Motors, Inc. Common Stock",NYSE,N
LADR,Ladder Capital Corp Class A Common Stock,NYSE,N
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,N
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,N
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,N
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,N
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,N
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,N
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,N
LAW,"CS Disco, Inc. Common Stock",NYSE,N
LAZ,"Lazard, Inc. Common Stock",NYSE,N
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAQ,N
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,N
LBRT,Liberty Energy Inc. Class A common stock,NYSE,N
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,N
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ,N
LCLN,"Lincoln International, Inc. Class A Common Stock",NYSE,N
LCNB,LCNB Corporation - Common Stock,NASDAQ,N
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ,N
LDI,"loanDepot, Inc. Class A Common Stock",NYSE,N
LDOS,"Leidos Holdings, Inc. Common Stock",NYSE,N
LE,"Lands' End, Inc. - Common Stock",NASDAQ,N
LEA,Lear Corporation Common Stock,NYSE,N
LEDS,SemiLEDS Corporation - Common Stock,NASDAQ,N
LEE,"Lee Enterprises, Incorporated - Common Stock",NASDAQ,N
LEG,"Leggett & Platt, Incorporated Common Stock",NYSE,N
LEGH,Legacy Housing Corporation - Common Stock,NASDAQ,N
LEN,Lennar Corporation Class A Common Stock,NYSE,N
LENZ,"LENZ Therapeutics, Inc. - Common Stock",NASDAQ,N
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",NYSE,N
LESL,"Leslie's, Inc. - Common Stock",NASDAQ,N
LEU,Centrus Energy Corp. Class A Common Stock,NYSE,N
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,N
LEXX,Lexaria Bioscience Corp. - Common Stock,NASDAQ,N
LFCR,"Lifecore Biomedical, Inc. - Common Stock",NASDAQ,N
LFMD,"LifeMD, Inc. - Common Stock",NASDAQ,N
LFST,"LifeStance Health Group, Inc. - Common Stock",NASDAQ,N
LFT,"Lument Finance Trust, Inc. Common Stock",NYSE,N
LFTO,"Liftoff Mobile, Inc. - Common Stock",NASDAQ,N
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ,N
LFVN,Lifevantage Corporation - Common Stock,NASDAQ,N
LGI,Lazard Global Total Return and Income Fund Common Stock,NYSE,N
LGIH,"LGI Homes, Inc. - Common Stock",NASDAQ,N
LGN,Legence Corp. - Class A Common stock,NASDAQ,N
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,NASDAQ,N
LGVN,Longeveron Inc. - Class A Common stock,NASDAQ,N
LH,Labcorp Holdings Inc. Common Stock,NYSE,N
LHAI,Linkhome Holdings Inc. - Common stock,NASDAQ,N
LHX,"L3Harris Technologies, Inc. Common Stock",NYSE,N
LIDR,"AEye, Inc. - Class A Common Stock",NASDAQ,N
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",NASDAQ,N
LIF,"Life360, Inc. - Common Stock",NASDAQ,N
LIFE,Ethos Technologies Inc. - Class A Common Stock,NASDAQ,N
LII,"Lennox International, Inc. Common Stock",NYSE,N
LILA,Liberty Latin America Ltd. - Class A Common Stock,NASDAQ,N
LILAK,Liberty Latin America Ltd. - Class C Common Stock,NASDAQ,N
LIME,"Neutron Holdings, Inc. - Common Stock",NASDAQ,N
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",NASDAQ,N
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAQ,N
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,NASDAQ,N
LINE,"Lineage, Inc. - Common Stock",NASDAQ,N
LINK,"Interlink Electronics, Inc. - Common Stock",NASDAQ,N
LIQT,"LiqTech International, Inc. - Common Stock",NASDAQ,N
LITE,Lumentum Holdings Inc. - Common Stock,NASDAQ,N
LITS,"Lite Strategy, Inc. - Common Stock",NASDAQ,N
LIVE,Live Ventures Incorporated - Common Stock,NASDAQ,N
LKFN,Lakeland Financial Corporation - Common Stock,NASDAQ,N
LKQ,LKQ Corporation - Common Stock,NASDAQ,N
LLY,Eli Lilly and Company Common Stock,NYSE,N
LLYVA,"Liberty Live Holdings, Inc. - Series A Liberty Live Group Common Stock",NASDAQ,N
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group Common Stock",NASDAQ,N
LMAT,"LeMaitre Vascular, Inc. - Common Stock",NASDAQ,N
LMB,"Limbach Holdings, Inc. - Common Stock",NASDAQ,N
LMFA,"LM Funding America, Inc. - Common Stock",NASDAQ,N
LMND,"Lemonade, Inc. Common Stock",NYSE,N
LMNR,Limoneira Co - Common Stock,NASDAQ,N
LMRI,"Lumexa Imaging Holdings, Inc. - Common Stock",NASDAQ,N
LMT,Lockheed Martin Corporation Common Stock,NYSE,N
LNAI,Lunai Bioworks Inc. - Common Stock,NASDAQ,N
LNC,Lincoln National Corporation Common Stock,NYSE,N
LNG,"Cheniere Energy, Inc. Common Stock",NYSE,N
LNN,Lindsay Corporation Common Stock,NYSE,N
LNSR,"LENSAR, Inc. - Common Stock",NASDAQ,N
LNT,Alliant Energy Corporation - Common Stock,NASDAQ,N
LNTH,"Lantheus Holdings, Inc. - Common Stock",NASDAQ,N
LNZA,"LanzaTech Global, Inc. - Common Stock",NASDAQ,N
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",NASDAQ,N
LOAR,Loar Holdings Inc. Common Stock,NYSE,N
LOB,"Live Oak Bancshares, Inc. Common Stock",NYSE,N
LOCL,Local Bounti Corporation Common Stock,NYSE,N
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",NASDAQ,N
LONA,"LeonaBio, Inc. - Common Stock",NASDAQ,N
LOOP,"Loop Industries, Inc. - Common Stock",NASDAQ,N
LOPE,"Grand Canyon Education, Inc. - Common Stock",NASDAQ,N
LOVE,The Lovesac Company - Common Stock,NASDAQ,N
LOW,"Lowe's Companies, Inc. Common Stock",NYSE,N
LPCN,Lipocine Inc. - Common Stock,NASDAQ,N
LPG,Dorian LPG Ltd. Common Stock,NYSE,N
LPLA,LPL Financial Holdings Inc. - Common Stock,NASDAQ,N
LPRO,Open Lending Corporation - Common Stock,NASDAQ,N
LPSN,"LivePerson, Inc. - Common Stock",NASDAQ,N
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAQ,N
LPX,Louisiana-Pacific Corporation Common Stock,NYSE,N
LQDA,Liquidia Corporation - Common Stock,NASDAQ,N
LQDT,"Liquidity Services, Inc. - Common Stock",NASDAQ,N
LRCX,Lam Research Corporation - Common Stock,NASDAQ,N
LRHC,La Rosa Holdings Corp. - Common Stock,NASDAQ,N
LRMR,"Larimar Therapeutics, Inc. - Common Stock",NASDAQ,N
LRN,"Stride, Inc. Common Stock",NYSE,N
LSAK,"Lesaka Technologies, Inc. - Common Stock",NASDAQ,N
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",NASDAQ,N
LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAQ,N
LSH,Lakeside Holding Limited - Common Stock,NASDAQ,N
LSTA,"Lisata Therapeutics, Inc. - Common Stock",NASDAQ,N
LSTR,"Landstar System, Inc. - Common Stock",NASDAQ,N
LTBR,Lightbridge Corporation - Common Stock,NASDAQ,N
LTC,"LTC Properties, Inc. Common Stock",NYSE,N
LTH,"Life Time Group Holdings, Inc. Common Stock",NYSE,N
LTM,"LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2,000) shares of Common Stock)",NYSE,N
LTRN,Lantern Pharma Inc. - Common Stock,NASDAQ,N
LTRX,"Lantronix, Inc. - Common Stock",NASDAQ,N
LUCD,Lucid Diagnostics Inc. - Common Stock,NASDAQ,N
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,NYSE,N
LUCY,"Innovative Eyewear, Inc. - Common Stock",NASDAQ,N
LULU,lululemon athletica inc. - Common Stock,NASDAQ,N
LUMN,"Lumen Technologies, Inc. Common Stock",NYSE,N
LUNG,Pulmonx Corporation - Common Stock,NASDAQ,N
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",NASDAQ,N
LUV,Southwest Airlines Company Common Stock,NYSE,N
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",NASDAQ,N
LVO,"LiveOne, Inc. - Common Stock",NASDAQ,N
LVS,Las Vegas Sands Corp. Common Stock,NYSE,N
LVWR,"LiveWire Group, Inc. Common Stock",NYSE,N
LVWR.W,"LiveWire Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",NYSE,N
LW,"Lamb Weston Holdings, Inc. Common Stock ",NYSE,N
LWAY,"Lifeway Foods, Inc. - Common Stock",NASDAQ,N
LWLG,"Lightwave Logic, Inc. - Common Stock",NASDAQ,N
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",NASDAQ,N
LXP,LXP Industrial Trust Common Stock (Maryland REIT),NYSE,N
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
LXU,"LSB Industries, Inc. Common Stock",NYSE,N
LYEL,"Lyell Immunopharma, Inc. - Common Stock",NASDAQ,N
LYFT,"Lyft, Inc. - Class A Common Stock",NASDAQ,N
LYTS,LSI Industries Inc. - Common Stock,NASDAQ,N
LYV,"Live Nation Entertainment, Inc. Common Stock",NYSE,N
LZ,"LegalZoom.com, Inc. - Common Stock",NASDAQ,N
LZB,La-Z-Boy Incorporated Common Stock,NYSE,N
M,Macy's Inc Common Stock,NYSE,N
MA,Mastercard Incorporated Common Stock,NYSE,N
MAA,"Mid-America Apartment Communities, Inc. Common Stock",NYSE,N
MAC,Macerich Company (The) Common Stock,NYSE,N
MAGN,Magnera Corporation Common Stock,NYSE,N
MAIN,Main Street Capital Corporation Common Stock,NYSE,N
MAIR,Madison Air Solutions Corporation Class A Common Stock,NYSE,N
MAKO,Mako Mining Corp - Common Stock,NASDAQ,N
MAMA,"Mama's Creations, Inc. - Common Stock",NASDAQ,N
MAMO,Massimo Group - Common Stock,NASDAQ,N
MAN,ManpowerGroup Common Stock,NYSE,N
MANE,"Veradermics, Incorporated Common Stock",NYSE,N
MANH,"Manhattan Associates, Inc. - Common Stock",NASDAQ,N
MAR,Marriott International - Class A Common Stock,NASDAQ,N
MARA,"MARA Holdings, Inc. - Common Stock",NASDAQ,N
MAS,Masco Corporation Common Stock,NYSE,N
MASS,908 Devices Inc. - Common Stock,NASDAQ,N
MAT,"Mattel, Inc. - Common Stock",NASDAQ,N
MATV,"Mativ Holdings, Inc. Common Stock",NYSE,N
MATW,Matthews International Corporation - Class A Common Stock,NASDAQ,N
MATX,"Matson, Inc. Common Stock",NYSE,N
MAX,"MediaAlpha, Inc. Class A Common Stock",NYSE,N
MAYS,"J. W. Mays, Inc. - Common Stock",NASDAQ,N
MAZE,"Maze Therapeutics, Inc. - Common Stock",NASDAQ,N
MBBC,"Marathon Bancorp, Inc. - Common Stock",NASDAQ,N
MBC,"MasterBrand, Inc. Common Stock",NYSE,N
MBGL,Mobility Global Inc. Common Stock,NYSE,N
MBI,MBIA Inc. Common Stock,NYSE,N
MBIN,Merchants Bancorp - Common Stock,NASDAQ,N
MBIO,"Mustang Bio, Inc. - Common Stock",NASDAQ,N
MBLY,Mobileye Global Inc. - Class A Common Stock,NASDAQ,N
MBOT,Microbot Medical Inc.  - Common Stock,NASDAQ,N
MBRX,"Moleculin Biotech, Inc. - Common Stock",NASDAQ,N
MBUU,"Malibu Boats, Inc. - Common Stock",NASDAQ,N
MBWM,Mercantile Bank Corporation - Common Stock,NASDAQ,N
MBX,"MBX Biosciences, Inc. - Common Stock",NASDAQ,N
MC,Moelis & Company Class A Common Stock,NYSE,N
MCB,Metropolitan Bank Holding Corp. Common Stock,NYSE,N
MCBS,"MetroCity Bankshares, Inc. - Common Stock",NASDAQ,N
MCD,McDonald's Corporation Common Stock,NYSE,N
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",NASDAQ,N
MCHB,Mechanics Bancorp - Class A Common Stock,NASDAQ,N
MCHP,Microchip Technology Incorporated - Common Stock,NASDAQ,N
MCHX,"Marchex, Inc. - Class B Common Stock",NASDAQ,N
MCI,Barings Corporate Investors Common Stock,NYSE,N
MCK,McKesson Corporation Common Stock,NYSE,N
MCO,Moody's Corporation Common Stock,NYSE,N
MCRB,"Seres Therapeutics, Inc. - Common Stock",NASDAQ,N
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",NASDAQ,N
MCS,Marcus Corporation (The) Common Stock,NYSE,N
MCY,Mercury General Corporation Common Stock,NYSE,N
MD,"Pediatrix Medical Group, Inc. Common Stock",NYSE,N
MDAI,"Spectral AI, Inc. - Class A Common Stock",NASDAQ,N
MDB,"MongoDB, Inc. - Class A Common Stock",NASDAQ,N
MDCX,Medicus Pharma Ltd. - Common Stock,NASDAQ,N
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
MDIA,Mediaco Holding Inc. - Class A Common Stock,NASDAQ,N
MDLN,Medline Inc. - Class A common stock,NASDAQ,N
MDLZ,"Mondelez International, Inc. - Class A Common Stock",NASDAQ,N
MDRR,"Medalist Diversified, Inc. - Common Stock",NASDAQ,N
MDU,"MDU Resources Group, Inc. Common Stock (Holding Company)",NYSE,N
MDV,"Modiv Industrial, Inc. Class C Common Stock",NYSE,N
MDXG,"MiMedx Group, Inc - Common Stock",NASDAQ,N
MEC,"Mayville Engineering Company, Inc. Common Stock",NYSE,N
MED,MEDIFAST INC Common Stock,NYSE,N
MEDP,"Medpace Holdings, Inc. - Common Stock",NASDAQ,N
MEI,"Methode Electronics, Inc. Common Stock",NYSE,N
MELI,"MercadoLibre, Inc. - Common Stock",NASDAQ,N
MEOH,Methanex Corporation - Common Stock,NASDAQ,N
MERC,Mercer International Inc. - Common Stock,NASDAQ,N
MET,"MetLife, Inc. Common Stock",NYSE,N
META,"Meta Platforms, Inc. - Class A Common Stock",NASDAQ,N
METC,"Ramaco Resources, Inc. - Class A Common Stock",NASDAQ,N
METCB,"Ramaco Resources, Inc. - Class B Common Stock",NASDAQ,N
MFC,Manulife Financial Corporation Common Stock,NYSE,N
MFIN,Medallion Financial Corp. - Common Stock,NASDAQ,N
MFPVV,"Midera Food Processing, Inc. - Common Stock When Issued",NASDAQ,N
MG,Mistras Group Inc Common Stock,NYSE,N
MGA,"Magna International, Inc. Common Stock",NYSE,N
MGEE,MGE Energy Inc. - Common Stock,NASDAQ,N
MGM,MGM Resorts International Common Stock,NYSE,N
MGNI,"Magnite, Inc. - Common Stock",NASDAQ,N
MGNX,"MacroGenics, Inc. - Common Stock",NASDAQ,N
MGPI,"MGP Ingredients, Inc. - Common Stock",NASDAQ,N
MGRC,McGrath RentCorp - Common Stock,NASDAQ,N
MGRX,"Mangoceuticals, Inc. - Common Stock",NASDAQ,N
MGX,"Metagenomi Therapeutics, Inc. - Common Stock",NASDAQ,N
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,NYSE,N
MGYR,"Magyar Bancorp, Inc. - Common Stock",NASDAQ,N
MH,"McGraw Hill, Inc. Common Stock",NYSE,N
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock",NYSE,N
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock",NYSE,N
MHK,"Mohawk Industries, Inc. Common Stock",NYSE,N
MHO,"M/I Homes, Inc. Common Stock",NYSE,N
MIAX,"Miami International Holdings, Inc. Common Stock",NYSE,N
MIDD,The Middleby Corporation - Common Stock,NASDAQ,N
MIDDV,The Middleby Corporation - Common Stock Ex-Distribution When Issued,NASDAQ,N
MIND,"MIND Technology, Inc. - Common Stock",NASDAQ,N
MIR,"Mirion Technologies, Inc. Class A Common Stock",NYSE,N
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",NASDAQ,N
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",NASDAQ,N
MITK,"Mitek Systems, Inc. - Common Stock",NASDAQ,N
MITT,"TPG Mortgage Investment Trust, Inc. Common Stock",NYSE,N
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock",NYSE,N
MKC,"McCormick & Company, Incorporated Common Stock",NYSE,N
MKC.V,"McCormick & Company, Incorporated Common Stock",NYSE,N
MKL,Markel Group Inc. Common Stock,NYSE,N
MKSI,MKS Inc. - Common Stock,NASDAQ,N
MKTW,"MarketWise, Inc. - Class A Common Stock",NASDAQ,N
MKTX,"MarketAxess Holdings, Inc. - Common Stock",NASDAQ,N
MKZR,"MacKenzie Realty Capital, Inc. - Common Stock",NASDAQ,N
MLAB,"Mesa Laboratories, Inc. - Common Stock",NASDAQ,N
MLCI,Mount Logan Capital Inc. - Common Stock,NASDAQ,N
MLI,"Mueller Industries, Inc. Common Stock",NYSE,N
MLKN,"MillerKnoll, Inc. - Common Stock",NASDAQ,N
MLM,"Martin Marietta Materials, Inc. Common Stock",NYSE,N
MLP,"Maui Land & Pineapple Company, Inc. Common Stock",NYSE,N
MLR,"Miller Industries, Inc. Common Stock",NYSE,N
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",NASDAQ,N
MMED,"MiniMed Group, Inc. - Common Stock",NASDAQ,N
MMI,"Marcus & Millichap, Inc. Common Stock",NYSE,N
MMM,3M Company Common Stock,NYSE,N
MMS,"Maximus, Inc. Common Stock",NYSE,N
MMSI,"Merit Medical Systems, Inc. - Common Stock",NASDAQ,N
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock",NYSE,N
MNKD,MannKind Corporation - Common Stock,NASDAQ,N
MNOV,"MediciNova, Inc. - Common Stock",NASDAQ,N
MNPR,Monopar Therapeutics Inc. - Common Stock,NASDAQ,N
MNRO,"Monro, Inc.  - Common Stock",NASDAQ,N
MNSB,"MainStreet Bancshares, Inc. - Common Stock",NASDAQ,N
MNST,Monster Beverage Corporation - Common Stock,NASDAQ,N
MNTK,"Montauk Renewables, Inc. - Common Stock",NASDAQ,N
MNTN,"MNTN, Inc. Class A Common Stock",NYSE,N
MNTS,Momentus Inc. - Class A Common Stock,NASDAQ,N
MOBI,"Mobia Medical, Inc. - Common Stock",NASDAQ,N
MOBX,"Mobix Labs, Inc. - Class A Common Stock",NASDAQ,N
MOD,Modine Manufacturing Company Common Stock,NYSE,N
MODD,"Modular Medical, Inc. - common stock",NASDAQ,N
MOG.A,Moog Inc. Class A Common Stock,NYSE,N
MOG.B,Moog Inc. Class B Common Stock,NYSE,N
MOH,Molina Healthcare Inc Common Stock,NYSE,N
MORN,"Morningstar, Inc. - Common Stock",NASDAQ,N
MOS,Mosaic Company (The) Common Stock,NYSE,N
MOV,Movado Group Inc. Common Stock,NYSE,N
MOVE,"Corvex, Inc. - Common Stock",NASDAQ,N
MP,MP Materials Corp. Common Stock,NYSE,N
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,NYSE,N
MPAA,"Motorcar Parts of America, Inc. - Common Stock",NASDAQ,N
MPB,Mid Penn Bancorp - Common Stock,NASDAQ,N
MPC,Marathon Petroleum Corporation Common Stock,NYSE,N
MPLT,"MapLight Therapeutics, Inc. - Common Stock",NASDAQ,N
MPT,"Medical Properties Trust, Inc. common stock",NYSE,N
MPV,Barings Participation Investors Common Stock,NYSE,N
MPWR,"Monolithic Power Systems, Inc. - Common Stock",NASDAQ,N
MQ,"Marqeta, Inc. - Class A Common Stock",NASDAQ,N
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock",NYSE,N
MRAM,"Everspin Technologies, Inc. - Common Stock",NASDAQ,N
MRBK,Meridian Corporation - Common Stock,NASDAQ,N
MRCY,Mercury Systems Inc - Common Stock,NASDAQ,N
MRDN,Meridian Holdings Inc. - Common Stock,NASDAQ,N
MRK,"Merck & Company, Inc. Common Stock (new)",NYSE,N
MRKR,"Marker Therapeutics, Inc. - Common Stock",NASDAQ,N
MRLN,"Merlin, Inc. - Common Stock",NASDAQ,N
MRNA,"Moderna, Inc. - Common Stock",NASDAQ,N
MRP,"Millrose Properties, Inc. Class A Common Stock",NYSE,N
MRSH,Marsh Common Stock,NYSE,N
MRTN,"Marten Transport, Ltd. - Common Stock",NASDAQ,N
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",NASDAQ,N
MRVL,"Marvell Technology, Inc. - Common Stock",NASDAQ,N
MS,Morgan Stanley Common Stock,NYSE,N
MSA,MSA Safety Incorporated Common Stock,NYSE,N
MSAI,"MultiSensor AI Holdings, Inc. - Common Stock",NASDAQ,N
MSB,Mesabi Trust Common Stock,NYSE,N
MSBI,"Midland States Bancorp, Inc. - Common Stock",NASDAQ,N
MSCI,MSCI Inc. Common Stock,NYSE,N
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",NYSE,N
MSDL,Morgan Stanley Direct Lending Fund Common Stock,NYSE,N
MSEX,Middlesex Water Company - Common Stock,NASDAQ,N
MSFT,Microsoft Corporation - Common Stock,NASDAQ,N
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,NYSE,N
MSGM,Motorsport Games Inc. - Class A Common Stock,NASDAQ,N
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),NYSE,N
MSI,"Motorola Solutions, Inc. Common Stock",NYSE,N
MSIF,"MSC Income Fund, Inc. Common Stock",NYSE,N
MSLE,Satellos Bioscience Inc. - Common Stock,NASDAQ,N
MSM,"MSC Industrial Direct Company, Inc. Common Stock",NYSE,N
MSS,Maison Solutions Inc. - Class A Common Stock,NASDAQ,N
MSTR,Strategy Inc - Class A Common Stock,NASDAQ,N
MTB,M&T Bank Corporation Common Stock,NYSE,N
MTCH,"Match Group, Inc. - Common Stock",NASDAQ,N
MTD,"Mettler-Toledo International, Inc. Common Stock",NYSE,N
MTDR,Matador Resources Company Common Stock,NYSE,N
MTEX,"Mannatech, Incorporated - Common Stock",NASDAQ,N
MTG,MGIC Investment Corporation Common Stock,NYSE,N
MTH,Meritage Homes Corporation Common Stock,NYSE,N
MTN,"Vail Resorts, Inc. Common Stock",NYSE,N
MTR,Mesa Royalty Trust Common Stock,NYSE,N
MTRX,Matrix Service Company - Common Stock,NASDAQ,N
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",NASDAQ,N
MTVA,MetaVia Inc.  - Common Stock,NASDAQ,N
MTW,"Manitowoc Company, Inc. (The) Common Stock",NYSE,N
MTX,Minerals Technologies Inc. Common Stock,NYSE,N
MTZ,"MasTec, Inc. Common Stock",NYSE,N
MU,"Micron Technology, Inc. - Common Stock",NASDAQ,N
MUA,"Blackrock MuniAssets Fund, Inc Common Stock",NYSE,N
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock",NYSE,N
MUFG,"Mitsubishi UFJ Financial Group, Inc. Common Stock",NYSE,N
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock",NYSE,N
MUR,Murphy Oil Corporation Common Stock,NYSE,N
MUSA,Murphy USA Inc. Common Stock,NYSE,N
MUX,McEwen Inc. Common Stock,NYSE,N
MVBF,MVB Financial Corp. - Common Stock,NASDAQ,N
MVIS,"MicroVision, Inc. - Common Stock",NASDAQ,N
MVST,"Microvast Holdings, Inc. - Common Stock",NASDAQ,N
MWA,MUELLER WATER PRODUCTS Common Stock,NYSE,N
MWH,"SOLV Energy, Inc. - Class A common stock",NASDAQ,N
MWYN,"Marwynn Holdings, Inc. - Common stock",NASDAQ,N
MX,Magnachip Semiconductor Corporation Common Stock,NYSE,N
MXCT,"MaxCyte, Inc. - Common Stock",NASDAQ,N
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock",NYSE,N
MXF,"Mexico Fund, Inc. (The) Common Stock",NYSE,N
MXL,"MaxLinear, Inc - Common Stock",NASDAQ,N
MYE,"Myers Industries, Inc. Common Stock",NYSE,N
MYFW,"First Western Financial, Inc. - Common Stock",NASDAQ,N
MYGN,"Myriad Genetics, Inc. - Common Stock",NASDAQ,N
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock",NYSE,N
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock",NYSE,N
MYPS,"PLAYSTUDIOS, Inc.  - Class A Common Stock",NASDAQ,N
MYRG,"MYR Group, Inc. - Common Stock",NASDAQ,N
MYSE,"Myseum.AI, Inc. - Common Stock",NASDAQ,N
MYSZ,"My Size, Inc. - Common Stock",NASDAQ,N
MZTI,The Marzetti Company - Common Stock,NASDAQ,N
NABL,"N-able, Inc. Common Stock",NYSE,N
NAD,Nuveen Quality Municipal Income Fund Common Stock,NYSE,N
NAGE,"Niagen Bioscience, Inc. - Common Stock",NASDAQ,N
NAII,"Natural Alternatives International, Inc. - Common Stock",NASDAQ,N
NAKA,Nakamoto Inc. - Common Stock,NASDAQ,N
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,NYSE,N
NAT,Nordic American Tankers Limited Common Stock,NYSE,N
NATH,"Nathan's Famous, Inc. - Common Stock",NASDAQ,N
NATL,NCR Atleos Corporation Common Stock,NYSE,N
